nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Anthony Gabriel Moreira,023.415.879-41,Araújo das Flores,SE,7739081856,2025-08-08,247.73,355928.94,Paulo da Luz,Suspensa,Morte Acidental,48582.3879,Morte Natural,39585.6494,Invalidez Permanente,17993.477,179934.77
Lorenzo Silveira,763.120.548-53,Nascimento de Campos,BA,4091226829,2024-04-10,228.66,481936.21,Fernanda Gomes,Ativa,Doenças Graves,2625.731,Invalidez Permanente,5251.462,Morte Acidental,14178.9474,52514.62
Jade Albuquerque,156.943.802-15,Borges,AM,9357736077,2024-09-14,440.99,265211.91,Sr. Enrico Monteiro,Suspensa,Diária por Incapacidade,21.255776,Morte Natural,23381.3536,Invalidez Permanente,10627.888,106278.88
Maria Luísa Marques,683.271.405-07,Pacheco,RO,5067724202,2025-04-07,615.53,488918.02,Brayan das Neves,Ativa,Doenças Graves,39961.781,Diária por Incapacidade,159.847124,Auxílio Funeral,3196.94248,799235.62
Miguel Marques,349.720.518-41,Alves dos Dourados,MT,572309546,2023-08-31,512.53,146012.24,Pietra Almeida,Ativa,Auxílio Funeral,3430.23992,Doenças Graves,42877.999,Diária por Incapacidade,171.511996,857559.98
Paulo Pinto,247.691.580-76,Nascimento das Pedras,GO,2453390190,2025-08-22,125.61,426481.16,Luiz Felipe Azevedo,Ativa,Invalidez Permanente,7737.446,Morte Acidental,20891.1042,Morte Natural,17022.3812,77374.46
Olivia Borges,681.579.203-02,da Rosa das Flores,MG,7885218942,2024-02-20,930.99,419099.2,Lucca Marques,Ativa,Diária por Incapacidade,36.973836,Invalidez Permanente,18486.918,Auxílio Funeral,739.47672,184869.18
Luiz Gustavo Barbosa,402.389.156-89,Novaes das Flores,GO,418384655,2023-03-17,189.04,198174.28,Erick Garcia,Suspensa,Auxílio Funeral,490.13292,Diária por Incapacidade,24.506646,Doenças Graves,6126.6615,122533.23
Sabrina Barbosa,297.530.841-88,Borges,ES,3112280898,2024-10-15,707.76,329275.28,Miguel Carvalho,Ativa,Auxílio Funeral,2753.76516,Doenças Graves,34422.0645,Morte Acidental,185879.1483,688441.29
Brayan Câmara,815.642.390-98,Ferreira de Sá,ES,6337690993,2025-07-26,535.57,322331.07,Luísa Lopes,Suspensa,Auxílio Funeral,3548.1778,Invalidez Permanente,88704.445,Morte Natural,195149.779,887044.45
Ana Azevedo,380.964.572-92,Mendes,AM,4843768657,2024-03-15,130.21,476382.0,Benjamim Abreu,Ativa,Morte Natural,35894.8986,Doenças Graves,8157.9315,Auxílio Funeral,652.63452,163158.63
Thiago Lopes,482.735.061-26,Andrade de Sales,SP,5027174628,2023-06-12,896.14,46847.46,Bruno Martins,Suspensa,Invalidez Permanente,19897.215,Doenças Graves,9948.6075,Auxílio Funeral,795.8886,198972.15
Sr. Luiz Miguel Moura,185.743.206-17,Costela,ES,2866834669,2022-11-25,629.55,247509.61,Lara Brito,Ativa,Morte Natural,29470.0472,Invalidez Permanente,13395.476,Diária por Incapacidade,26.790952,133954.76
Asafe Araújo,317.496.258-73,Silva da Prata,AM,2067543525,2024-05-31,857.38,102586.56,Oliver da Cunha,Ativa,Morte Acidental,25811.6193,Invalidez Permanente,9559.859,Doenças Graves,4779.9295,95598.59
Srta. Maria Alice da Cruz,893.210.754-88,Moraes,MA,9937793002,2024-12-20,381.0,396818.85,Leonardo Castro,Ativa,Auxílio Funeral,525.52344,Diária por Incapacidade,26.276172,Morte Natural,28903.7892,131380.86
Luiz Henrique Rios,264.785.913-28,Fonseca,GO,3572225947,2024-10-30,940.8,498690.92,Ágatha Pacheco,Ativa,Diária por Incapacidade,32.529618,Invalidez Permanente,16264.809,Morte Natural,35782.5798,162648.09
Dra. Eduarda Mendes,764.293.518-82,Pinto,RN,7172631981,2022-12-19,637.39,476441.99,Melissa Machado,Ativa,Diária por Incapacidade,19.370688,Morte Natural,21307.7568,Morte Acidental,26150.4288,96853.44
André Pacheco,254.160.839-05,Mendes,ES,5609314350,2023-04-04,653.47,342184.11,Sra. Helena Viana,Suspensa,Invalidez Permanente,19072.474,Diária por Incapacidade,38.144948,Morte Natural,41959.4428,190724.74
Lavínia Correia,237.065.198-95,Souza,ES,7811480558,2023-07-13,229.79,484944.49,Maria Laura Machado,Ativa,Invalidez Permanente,51067.758,Diária por Incapacidade,102.135516,Doenças Graves,25533.879,510677.58
Maysa Guerra,087.145.936-10,Duarte da Mata,PE,6466516728,2023-07-23,429.99,491845.82,Olivia Moura,Ativa,Morte Acidental,227335.6233,Morte Natural,185236.4338,Auxílio Funeral,3367.93516,841983.79
João Pedro Vargas,704.923.586-56,Pacheco do Campo,ES,5898718453,2023-09-01,741.28,328480.08,Camila Vasconcelos,Ativa,Invalidez Permanente,19080.453,Auxílio Funeral,763.21812,Morte Acidental,51517.2231,190804.53
Pedro Peixoto,542.308.691-42,Nunes,PA,1493472919,2023-04-25,349.1,451428.21,João Lucas da Luz,Cancelada,Auxílio Funeral,779.03424,Diária por Incapacidade,38.951712,Morte Natural,42846.8832,194758.56
Dr. Heitor Farias,152.409.376-99,Nascimento,RJ,2225046630,2024-06-28,573.1,7026.61,Luigi Machado,Cancelada,Auxílio Funeral,208.23036,Morte Natural,11452.6698,Diária por Incapacidade,10.411518,52057.59
Luísa Cavalcanti,324.198.756-64,Costa do Sul,CE,6203429242,2023-07-31,986.65,176806.85,Vicente Barbosa,Ativa,Morte Acidental,21344.8743,Diária por Incapacidade,15.811018,Doenças Graves,3952.7545,79055.09
Eloá Lima,974.158.206-49,Borges,TO,9336053149,2023-02-12,894.65,363167.79,Nathan Costela,Ativa,Invalidez Permanente,85079.286,Diária por Incapacidade,170.158572,Auxílio Funeral,3403.17144,850792.86
Juan Moraes,098.175.362-03,Almeida do Galho,AM,4503201241,2025-03-22,201.06,49376.45,Srta. Rebeca Sampaio,Ativa,Diária por Incapacidade,19.343092,Morte Acidental,26113.1742,Morte Natural,21277.4012,96715.46
João Felipe Silva,632.475.901-61,Peixoto,GO,9114817515,2025-09-15,735.16,133354.15,João Gabriel Marques,Ativa,Auxílio Funeral,2491.22204,Morte Natural,137017.2122,Diária por Incapacidade,124.561102,622805.51
Théo Silva,217.860.935-02,Sales,AL,6095126707,2023-08-12,316.54,396874.0,Sr. Felipe Ribeiro,Cancelada,Morte Acidental,44032.842,Doenças Graves,8154.23,Auxílio Funeral,652.3384,163084.6
Gustavo Henrique Nunes,310.672.895-77,da Cruz,BA,2043058923,2023-08-19,628.19,309455.95,Otto Oliveira,Cancelada,Morte Natural,30531.5208,Auxílio Funeral,555.11856,Diária por Incapacidade,27.755928,138779.64
Heloisa Martins,560.914.238-51,Fernandes,MA,8038698352,2025-05-26,428.84,219345.57,Pedro Miguel Araújo,Ativa,Morte Natural,122435.1414,Invalidez Permanente,55652.337,Doenças Graves,27826.1685,556523.37
Kamilly Pires,248.951.376-19,Barbosa,PR,4032781589,2025-08-09,863.75,162993.55,Ana Laura Borges,Ativa,Auxílio Funeral,441.42768,Invalidez Permanente,11035.692,Morte Acidental,29796.3684,110356.92
Diogo Camargo,457.013.286-35,da Mota,DF,9754430486,2024-04-14,916.39,37382.11,Josué Sousa,Ativa,Invalidez Permanente,15882.085,Doenças Graves,7941.0425,Morte Acidental,42881.6295,158820.85
Fernanda Azevedo,518.943.760-48,Fogaça,TO,5997112933,2025-07-05,761.7,18402.11,Dante Souza,Ativa,Auxílio Funeral,549.71756,Morte Natural,30234.4658,Invalidez Permanente,13742.939,137429.39
Dra. Bruna Oliveira,356.148.029-24,Souza,GO,1699792603,2023-03-17,127.18,309319.2,Bella Machado,Cancelada,Invalidez Permanente,11976.841,Morte Natural,26349.0502,Morte Acidental,32337.4707,119768.41
Vicente Ribeiro,527.680.394-38,Porto,MG,1247790677,2023-11-16,708.0,231557.22,João Vitor Cavalcante,Cancelada,Morte Natural,148706.4414,Invalidez Permanente,67593.837,Morte Acidental,182503.3599,675938.37
Nathan Castro,701.289.365-68,Souza,RS,6224934156,2024-12-05,613.59,281105.42,Bianca Rocha,Ativa,Diária por Incapacidade,31.889526,Morte Acidental,43050.8601,Invalidez Permanente,15944.763,159447.63
Valentim Farias,308.624.517-44,Mendonça de Nunes,ES,202243562,2025-03-29,237.92,393504.93,Srta. Maria Luísa Guerra,Ativa,Morte Natural,185288.51,Auxílio Funeral,3368.882,Diária por Incapacidade,168.4441,842220.5
Clarice Nogueira,458.913.602-33,da Conceição da Serra,CE,2169393206,2024-01-23,231.58,309184.77,Augusto Correia,Ativa,Doenças Graves,42054.165,Auxílio Funeral,3364.3332,Diária por Incapacidade,168.21666,841083.3
Evelyn Cavalcante,209.316.457-43,Souza,MT,8725957843,2025-02-08,250.92,27804.05,Sara Ribeiro,Ativa,Morte Acidental,29451.9807,Invalidez Permanente,10908.141,Auxílio Funeral,436.32564,109081.41
Carlos Eduardo Mendonça,738.912.654-09,Fernandes,DF,224493166,2023-11-23,629.98,343750.83,Marina Martins,Ativa,Doenças Graves,3723.8375,Morte Acidental,20108.7225,Diária por Incapacidade,14.89535,74476.75
Milena Novaes,240.531.987-04,Pimenta,AL,4790827602,2023-10-19,156.56,283729.99,Maria Julia Monteiro,Ativa,Morte Acidental,27839.241,Morte Natural,22683.826,Doenças Graves,5155.415,103108.3
Bruna Leão,456.021.837-44,Machado,RJ,9370659010,2023-05-13,603.5,133461.51,Maria Luiza Mendonça,Ativa,Doenças Graves,7981.717,Morte Natural,35119.5548,Invalidez Permanente,15963.434,159634.34
Camila Rodrigues,374.601.829-31,Mendes Grande,RN,6539097293,2024-02-18,158.56,185065.92,Enzo Garcia,Ativa,Morte Acidental,49247.8542,Auxílio Funeral,729.59784,Doenças Graves,9119.973,182399.46
Pedro Lucas Garcia,095.376.418-48,Guerra Verde,SP,1114261010,2025-05-08,469.78,194486.85,Dr. Léo da Conceição,Ativa,Invalidez Permanente,14540.56,Morte Natural,31989.232,Diária por Incapacidade,29.08112,145405.6
Alexia Caldeira,173.456.289-73,Porto,CE,9463209109,2022-12-11,378.91,264461.04,Larissa Borges,Ativa,Doenças Graves,26316.746,Invalidez Permanente,52633.492,Auxílio Funeral,2105.33968,526334.92
Luiz Otávio Guerra,238.670.491-22,Sousa do Amparo,PE,518458684,2023-03-13,349.17,59821.58,Thomas Macedo,Ativa,Morte Acidental,23946.2055,Auxílio Funeral,354.7586,Morte Natural,19511.723,88689.65
Maria Helena Barros,026.879.543-65,Cassiano da Serra,CE,6735802510,2023-06-13,940.61,462232.12,Vitória Albuquerque,Suspensa,Diária por Incapacidade,10.612984,Doenças Graves,2653.246,Invalidez Permanente,5306.492,53064.92
Sara Peixoto,691.528.703-59,Lima,PB,6703614491,2024-09-19,692.47,100694.34,Antônio Pinto,Ativa,Invalidez Permanente,66889.821,Morte Acidental,180602.5167,Doenças Graves,33444.9105,668898.21
Eloah Silva,130.456.789-39,Cunha de Souza,MG,621543243,2023-03-05,915.37,287966.58,Cecilia Vasconcelos,Ativa,Morte Acidental,17704.7964,Auxílio Funeral,262.29328,Diária por Incapacidade,13.114664,65573.32
Sra. Sofia da Rosa,859.024.731-79,Pastor,SC,6807139902,2023-05-18,550.48,414712.48,Dr. Luan Andrade,Ativa,Auxílio Funeral,217.88172,Morte Natural,11983.4946,Diária por Incapacidade,10.894086,54470.43
Maria Fernanda Gonçalves,415.703.698-01,Cunha,ES,6653307948,2025-05-09,328.81,401041.1,José da Mota,Ativa,Doenças Graves,7317.918,Morte Acidental,39516.7572,Auxílio Funeral,585.43344,146358.36
Isaque Costela,031.956.284-06,Gonçalves,MA,1720521876,2025-02-18,774.39,88035.24,Valentim Cassiano,Ativa,Diária por Incapacidade,38.8459,Auxílio Funeral,776.918,Morte Natural,42730.49,194229.5
Benjamim Jesus,758.612.039-03,Teixeira,SC,7641186438,2023-03-13,112.58,231790.28,Sr. Brayan Pimenta,Ativa,Morte Acidental,39692.2977,Auxílio Funeral,588.03404,Morte Natural,32341.8722,147008.51
Camila Mendes,603.241.975-43,das Neves,RR,2530517457,2025-02-22,768.12,275160.1,Sabrina Lima,Ativa,Morte Acidental,23373.9,Diária por Incapacidade,17.314,Morte Natural,19045.4,86570.0
Breno Fonseca,209.813.754-05,Gonçalves de Vargas,RO,1917888961,2023-09-13,929.45,83402.4,Mirella Cassiano,Ativa,Diária por Incapacidade,108.714472,Morte Natural,119585.9192,Morte Acidental,146764.5372,543572.36
Maitê das Neves,652.980.471-49,Carvalho de Campos,CE,6199633763,2023-10-05,542.82,139846.6,João Gabriel Melo,Suspensa,Invalidez Permanente,15369.152,Diária por Incapacidade,30.738304,Morte Natural,33812.1344,153691.52
Caroline Viana,780.462.915-01,da Costa Alegre,PR,3281451629,2023-08-18,699.33,92957.01,José Costela,Suspensa,Invalidez Permanente,99002.368,Auxílio Funeral,3960.09472,Doenças Graves,49501.184,990023.68
Kevin Rios,137.248.609-78,Cavalcanti do Amparo,TO,1661905360,2022-12-19,279.44,121444.78,Theo Teixeira,Ativa,Doenças Graves,2539.7505,Morte Acidental,13714.6527,Morte Natural,11174.9022,50795.01
Rodrigo Brito,105.784.639-20,Macedo da Praia,BA,211312189,2024-10-15,132.73,367689.96,Luna Sousa,Cancelada,Morte Natural,19417.3408,Diária por Incapacidade,17.652128,Invalidez Permanente,8826.064,88260.64
Cecilia Nunes,218.736.059-86,Pimenta da Praia,MG,4343515708,2024-05-01,416.29,79191.52,Dr. Alexandre da Mata,Cancelada,Invalidez Permanente,7774.282,Auxílio Funeral,310.97128,Diária por Incapacidade,15.548564,77742.82
Sra. Aurora Sá,614.302.895-89,Câmara,PE,4627722803,2025-06-09,930.42,463983.4,Heloisa Nunes,Ativa,Morte Acidental,39866.0265,Doenças Graves,7382.5975,Diária por Incapacidade,29.53039,147651.95
Marcela Fernandes,801.726.945-58,Casa Grande,SC,893504126,2024-09-20,397.22,380358.69,Ana Sophia Aragão,Ativa,Auxílio Funeral,697.317,Diária por Incapacidade,34.86585,Doenças Graves,8716.4625,174329.25
Lucas Gabriel Porto,867.531.094-39,Costela de Minas,SP,1460025391,2024-08-29,888.96,69840.63,Raul Teixeira,Ativa,Invalidez Permanente,8699.601,Diária por Incapacidade,17.399202,Morte Natural,19139.1222,86996.01
Mariah Viana,143.259.087-14,Silva,RN,5804219010,2023-03-22,913.59,289679.5,Clarice Nunes,Ativa,Morte Natural,217207.2452,Auxílio Funeral,3949.22264,Doenças Graves,49365.283,987305.66
Elisa Rodrigues,521.369.780-12,Almeida,PI,5770253562,2024-02-01,461.85,204027.66,Yan da Rosa,Ativa,Invalidez Permanente,15933.223,Doenças Graves,7966.6115,Auxílio Funeral,637.32892,159332.23
Isaac Machado,873.964.015-93,Pires,MS,4560815548,2025-09-12,334.34,409303.2,Emanuella Novaes,Cancelada,Auxílio Funeral,262.59432,Invalidez Permanente,6564.858,Doenças Graves,3282.429,65648.58
Maria Isis da Paz,086.739.524-92,Abreu,AM,9108029080,2023-11-08,979.44,394523.18,Pedro Henrique Rios,Ativa,Diária por Incapacidade,15.511106,Doenças Graves,3877.7765,Auxílio Funeral,310.22212,77555.53
Pedro Miguel Rios,078.354.219-41,Guerra,AM,9111478908,2025-09-14,899.9,436663.57,Dra. Lara Moraes,Suspensa,Auxílio Funeral,2436.90724,Diária por Incapacidade,121.845362,Morte Acidental,164491.2387,609226.81
Gabriel Aragão,478.925.601-49,Mendonça,MT,3195983322,2024-06-17,787.74,399336.37,Srta. Heloísa Albuquerque,Ativa,Doenças Graves,6747.0685,Auxílio Funeral,539.76548,Morte Acidental,36434.1699,134941.37
Caio Sousa,347.651.802-71,Campos,RR,7522623094,2023-03-01,208.02,265955.1,Sara Ramos,Cancelada,Doenças Graves,8383.53,Diária por Incapacidade,33.53412,Invalidez Permanente,16767.06,167670.6
Aurora Rios,316.980.742-04,Lopes,RR,3944190801,2024-04-14,117.56,463448.3,Maria Guerra,Ativa,Morte Acidental,47065.7304,Diária por Incapacidade,34.863504,Morte Natural,38349.8544,174317.52
Emanuelly Macedo,214.679.035-07,Novais Verde,GO,8577883575,2024-01-24,965.98,460760.14,Cecilia Araújo,Suspensa,Auxílio Funeral,272.77092,Invalidez Permanente,6819.273,Diária por Incapacidade,13.638546,68192.73
André Guerra,509.463.271-06,Viana,GO,8870116136,2025-04-26,870.3,356045.23,Mariana Cavalcanti,Ativa,Diária por Incapacidade,117.70698,Morte Acidental,158904.423,Morte Natural,129477.678,588534.9
Guilherme Pimenta,516.409.872-58,Oliveira,AM,4320321900,2024-08-07,976.71,47614.55,Benicio das Neves,Cancelada,Doenças Graves,8933.113,Auxílio Funeral,714.64904,Invalidez Permanente,17866.226,178662.26
Bryan Siqueira,437.129.506-16,Aparecida,SP,2735828542,2024-01-19,417.44,109208.37,Cecilia Cavalcanti,Ativa,Morte Acidental,45248.2578,Diária por Incapacidade,33.517228,Morte Natural,36868.9508,167586.14
Luan Barbosa,791.268.540-58,Leão dos Dourados,MA,3527845929,2024-09-11,676.31,63973.51,João Gabriel Fernandes,Ativa,Auxílio Funeral,468.41604,Morte Acidental,31618.0827,Invalidez Permanente,11710.401,117104.01
Sra. Maria Mendonça,062.194.378-96,Barros da Mata,GO,4718370067,2024-05-27,309.67,229858.38,Srta. Fernanda Vieira,Cancelada,Invalidez Permanente,6412.496,Morte Acidental,17313.7392,Auxílio Funeral,256.49984,64124.96
Srta. Sophie Azevedo,924.875.361-28,Novais,CE,8536879294,2025-09-11,637.17,48321.01,Theo Correia,Suspensa,Diária por Incapacidade,13.74622,Invalidez Permanente,6873.11,Auxílio Funeral,274.9244,68731.1
Bárbara Martins,265.710.983-77,Barros Alegre,DF,3430531633,2025-07-31,716.68,137359.12,Lucas Gabriel Farias,Ativa,Doenças Graves,3358.8625,Auxílio Funeral,268.709,Morte Acidental,18137.8575,67177.25
João Miguel da Conceição,142.037.569-52,Nunes,RN,4129613538,2025-06-15,294.02,62142.47,Sr. João Vitor Campos,Cancelada,Morte Natural,37397.8792,Auxílio Funeral,679.96144,Morte Acidental,45897.3972,169990.36
Eloá Costela,042.183.975-97,Moraes,SE,4643875616,2022-12-16,911.38,187405.61,Gael Marques,Ativa,Morte Natural,14567.201,Doenças Graves,3310.7275,Morte Acidental,17877.9285,66214.55
Vitória Cirino,135.607.492-80,Marques do Oeste,SC,1756784848,2023-03-02,753.86,51504.69,Manuela Costa,Ativa,Morte Natural,17673.7132,Auxílio Funeral,321.34024,Doenças Graves,4016.753,80335.06
Bella Abreu,604.357.298-29,Teixeira,PA,2126140631,2024-11-19,210.99,55051.02,Thiago Aparecida,Ativa,Doenças Graves,3765.8885,Morte Acidental,20335.7979,Morte Natural,16569.9094,75317.77
Ravi Correia,241.306.857-08,Vieira dos Dourados,AL,266714784,2024-08-15,172.94,432937.47,Mariana Jesus,Ativa,Morte Natural,13611.5056,Doenças Graves,3093.524,Diária por Incapacidade,12.374096,61870.48
Antony Peixoto,690.437.518-39,Caldeira,DF,3265174284,2025-04-29,463.4,182891.65,Sabrina Pacheco,Ativa,Doenças Graves,7913.347,Invalidez Permanente,15826.694,Morte Acidental,42732.0738,158266.94
Davi Luiz Melo,507.843.926-92,da Paz de Barbosa,MS,6296505905,2025-10-21,667.52,370099.49,Ravi Caldeira,Ativa,Auxílio Funeral,3684.97784,Morte Natural,202673.7812,Invalidez Permanente,92124.446,921244.46
José Vieira,860.931.427-87,Marques,AM,3802258901,2024-01-19,345.54,263968.45,Ana Laura Pimenta,Ativa,Morte Acidental,257432.2911,Doenças Graves,47672.6465,Auxílio Funeral,3813.81172,953452.93
Ravi Lucca Pacheco,328.564.170-35,Dias do Campo,MT,7849071008,2024-12-24,522.39,88697.72,Dra. Marina Cavalcanti,Ativa,Diária por Incapacidade,23.940032,Invalidez Permanente,11970.016,Doenças Graves,5985.008,119700.16
Guilherme da Mota,684.097.251-85,Cardoso,RN,2991946966,2023-04-25,506.51,417518.74,Dr. Miguel Gonçalves,Ativa,Diária por Incapacidade,107.280044,Doenças Graves,26820.011,Invalidez Permanente,53640.022,536400.22
Sra. Bruna Farias,569.104.837-66,Câmara de da Mata,MT,6142763589,2023-11-19,413.25,294028.84,Eloá da Paz,Ativa,Auxílio Funeral,416.83484,Morte Natural,22925.9162,Morte Acidental,28136.3517,104208.71
Dra. Jade Aparecida,347.289.015-05,Mendes do Oeste,PR,8882744126,2024-12-19,363.91,157168.75,João Guilherme Nogueira,Suspensa,Doenças Graves,27469.18,Invalidez Permanente,54938.36,Morte Acidental,148333.572,549383.6
Srta. Luna Santos,461.938.702-96,Campos Alegre,PB,6370870006,2024-04-14,480.52,173445.3,Ravi Sampaio,Ativa,Morte Natural,147877.0568,Morte Acidental,181485.4788,Invalidez Permanente,67216.844,672168.44
Yuri Guerra,109.752.843-04,Fogaça da Prata,RJ,3781098974,2023-08-14,183.71,37509.89,Arthur da Rocha,Cancelada,Invalidez Permanente,18768.247,Morte Natural,41290.1434,Doenças Graves,9384.1235,187682.47
Emilly Freitas,078.593.462-65,da Mata Grande,AP,3624199044,2022-12-22,316.64,37309.7,Elisa Pacheco,Cancelada,Morte Acidental,20620.5237,Auxílio Funeral,305.48924,Morte Natural,16801.9082,76372.31
Sr. Miguel Gonçalves,476.201.398-69,da Rocha de Moraes,DF,2297794774,2025-01-09,376.79,243216.88,Marcela Campos,Suspensa,Doenças Graves,4468.8865,Morte Natural,19663.1006,Auxílio Funeral,357.51092,89377.73
Sr. Pedro Henrique Sá,697.325.801-86,Pires Paulista,BA,4588070431,2025-09-24,753.72,66673.44,Sra. Allana Vargas,Ativa,Auxílio Funeral,712.27376,Morte Acidental,48078.4788,Doenças Graves,8903.422,178068.44
Augusto Cunha,720.463.891-31,Rios das Pedras,PB,8190945462,2024-11-30,169.1,291512.02,Sr. Matheus Moura,Ativa,Morte Acidental,30932.5203,Auxílio Funeral,458.25956,Invalidez Permanente,11456.489,114564.89
Theo Aragão,419.532.087-97,Montenegro,DF,1506406974,2023-11-28,389.05,497635.2,Maria Julia Nunes,Ativa,Doenças Graves,6398.7745,Invalidez Permanente,12797.549,Diária por Incapacidade,25.595098,127975.49
João Felipe Santos,082.517.943-23,Castro,PR,3734972497,2024-11-06,225.25,347590.71,Maya Azevedo,Ativa,Morte Natural,35987.248,Doenças Graves,8178.92,Invalidez Permanente,16357.84,163578.4
Evelyn Câmara,023.169.847-03,Abreu dos Dourados,TO,1387407585,2025-07-05,864.68,441257.71,Sr. Alexandre da Paz,Suspensa,Invalidez Permanente,17756.1,Auxílio Funeral,710.244,Morte Acidental,47941.47,177561.0
