nome_segurado,tipo_sinistro,nome_beneficiario,valor_sinistro,quem_forma_beneficiados,status_seguro,regiao_sinistro
Gustavo Rios,Morte Acidental,Maria Liz Oliveira,49061.96,Sr. Gabriel Costa,Pago,Pacheco
Danilo Ramos,Auxílio Funeral,André Alves,77728.74,Vitor Hugo Casa Grande,Em análise,Guerra
Sra. Daniela Garcia,Morte Acidental,Nicolas Nascimento,86708.18,Fernanda Duarte,Em análise,da Mata do Campo
Maria Isis Freitas,Morte Acidental,Dra. Maria Clara da Mota,60369.72,Liz Nascimento,Em análise,Novais Verde
Maitê Câmara,Morte Acidental,Benício Nogueira,366968.06,Emanuella Ribeiro,Em análise,das Neves do Campo
Calebe Brito,Auxílio Funeral,Léo Nunes,91306.53,Maria Machado,Em análise,da Rosa de Minas
Rael Novaes,Auxílio Funeral,Murilo Pimenta,15633.76,Dr. Juan Carvalho,Pago,da Costa Verde
Alícia Dias,Auxílio Funeral,Evelyn Fogaça,31818.91,Rhavi Fogaça,Em análise,Sales
Ian Azevedo,Morte Acidental,Ester Castro,35488.22,Srta. Maria Helena Costa,Em análise,Cirino das Pedras
Dr. Alexandre Fernandes,Invalidez Permanente,Dr. Leonardo da Cruz,57211.74,Marcelo Moura,Pago,Gonçalves
Sr. Arthur Gabriel Costa,Invalidez Permanente,Dra. Helena Freitas,254464.88,Maria Alice Fonseca,Negado,Siqueira
Dr. Vitor Gabriel Pacheco,Morte Acidental,Maria Luiza Nascimento,56501.68,Marcos Vinicius Cirino,Pago,Fernandes
Dr. Caleb Rodrigues,Auxílio Funeral,Theodoro Rocha,333214.71,Olívia Novais,Pago,da Mota
Isaac Albuquerque,Morte Acidental,Dr. Bruno Castro,98655.96,Noah Fonseca,Em análise,Almeida do Amparo
Nicolas Sá,Invalidez Permanente,Esther Aragão,91286.62,Alexandre Lima,Negado,Farias
Gael Henrique Rezende,Doença Grave,Isabel Souza,357852.44,Alana Melo,Em análise,Azevedo
João Pedro Ferreira,Morte Acidental,Srta. Daniela Ramos,59925.19,Srta. Emilly Macedo,Pago,Pimenta
Helena Garcia,Invalidez Permanente,Joaquim Abreu,48581.52,Isabella Abreu,Em análise,Cavalcante
Pedro Miguel Abreu,Morte Acidental,Dr. Davi Moura,30296.42,Antônio Fogaça,Em análise,Porto
Ana Liz Sampaio,Auxílio Funeral,Isabelly Moreira,380894.2,Lunna Lima,Em análise,Costela
Lara Costela,Auxílio Funeral,Isabela Viana,86970.7,Dra. Laís Camargo,Pago,Camargo do Sul
Melissa Gonçalves,Morte Acidental,Davi Oliveira,53127.56,Anthony Marques,Pago,Aragão de da Mata
Helena Oliveira,Morte Acidental,Gael Henrique Gomes,54162.66,Beatriz Vasconcelos,Em análise,Pereira da Prata
Zoe Souza,Auxílio Funeral,Sra. Ana Luiza Pacheco,36174.37,Ravy Freitas,Em análise,Porto do Sul
Srta. Marina Machado,Doença Grave,Vinícius Cavalcanti,348470.5,Ana da Rosa,Negado,Nunes de Nascimento
Dra. Alexia das Neves,Morte Acidental,Brenda Nunes,92964.6,Isabel Martins,Negado,da Mata de da Conceição
Caroline Moraes,Morte Acidental,Maria Eduarda da Mata,93644.68,Isabelly Rios,Negado,da Mata
Sr. Matteo Albuquerque,Invalidez Permanente,Enrico Duarte,72612.73,Benjamin Carvalho,Pago,da Cunha
Maria Vitória Pinto,Morte Acidental,Luara Pastor,293252.61,Sara Porto,Negado,das Neves
Henry Gabriel Câmara,Invalidez Permanente,Dra. Maria Alice Freitas,56651.84,João Gabriel Rodrigues,Pago,Vargas
Srta. Milena da Paz,Morte Acidental,Valentina Rezende,39772.78,Mirella Novais,Em análise,das Neves Grande
Noah Azevedo,Doença Grave,Liam Siqueira,37611.29,Srta. Maya Freitas,Em análise,Cardoso das Flores
Eloá Gonçalves,Morte Acidental,Pedro Lucas Duarte,80384.41,Luiz Henrique Câmara,Em análise,Câmara
Dom da Luz,Auxílio Funeral,Maria Helena Ramos,356707.8,Ana Lívia Souza,Negado,Dias
Théo Rezende,Invalidez Permanente,Alexia Marques,67761.7,João Vitor Alves,Negado,Costela de Minas
Vitória Caldeira,Doença Grave,Pietro Cirino,93635.96,Manuella Souza,Negado,da Cruz
João Guilherme Moraes,Morte Acidental,Dra. Maya Gomes,48902.97,Maria Clara Cavalcanti,Negado,Ribeiro dos Dourados
João Araújo,Morte Acidental,João Lucas Casa Grande,65212.24,Laís Ramos,Em análise,da Rosa
Isabella Costa,Auxílio Funeral,Luiz Felipe da Costa,374485.84,Luiz Miguel Camargo,Em análise,Garcia
Ana Cecília Barros,Morte Acidental,Raquel Costa,68133.21,Maria Laura Gomes,Negado,Camargo
Valentina Casa Grande,Auxílio Funeral,Antony Fernandes,491147.51,Sofia Azevedo,Negado,Correia
Davi Cavalcante,Invalidez Permanente,Dr. Isaac Ramos,80238.56,Fernanda Cassiano,Pago,Siqueira de Minas
João Porto,Morte Acidental,Ana Carolina Mendes,77977.6,Heloisa Rezende,Pago,Vargas
Henrique Souza,Invalidez Permanente,Carlos Eduardo Novaes,385226.42,Marcelo Lopes,Em análise,Freitas
Allana Duarte,Doença Grave,Sra. Ágatha Novaes,49632.83,Cauê Peixoto,Em análise,da Rocha
Lucas Gabriel Viana,Auxílio Funeral,Ana Luiza Nunes,81702.28,Asafe da Conceição,Negado,Carvalho de Goiás
Lorena Souza,Auxílio Funeral,Marcos Vinicius Jesus,63434.24,Maria Eduarda Pires,Pago,Câmara
Ester Oliveira,Invalidez Permanente,Evelyn Camargo,94130.01,Pedro Cassiano,Negado,da Costa
Dra. Luiza Cavalcanti,Doença Grave,Olivia Moura,474581.76,Igor Pastor,Pago,Santos da Serra
Matteo Aparecida,Auxílio Funeral,Luiz Henrique Cassiano,207539.2,Aurora da Rocha,Em análise,Andrade
Luiz Gustavo Campos,Morte Acidental,Sr. Vinícius Dias,52356.57,Vitor Casa Grande,Negado,Oliveira
Asafe Fogaça,Morte Acidental,Gael Henrique Mendonça,91520.53,Rhavi Rezende,Em análise,Mendes Alegre
Lucas Novais,Invalidez Permanente,Daniel Fonseca,86536.11,Raquel Silva,Em análise,Sousa
Lorenzo Câmara,Morte Acidental,Sra. Bella Peixoto,71268.9,Dr. Juan Sá,Em análise,Santos
Maya da Costa,Morte Acidental,Srta. Mariane Peixoto,405028.1,Mariane Borges,Negado,Aragão
Daniela Novais,Morte Acidental,Léo Cavalcante,451928.9,Giovanna Nunes,Em análise,da Rocha
Beatriz Macedo,Invalidez Permanente,Ana Julia Moura,61140.16,Cecília Dias,Em análise,Novaes
Sophia Caldeira,Morte Acidental,Clarice Sampaio,73794.46,Gabriela Araújo,Pago,Camargo
Bianca Costa,Auxílio Funeral,Sr. Eduardo Correia,69764.3,Erick Camargo,Pago,Freitas das Flores
Murilo Oliveira,Morte Acidental,Dr. Enrico Abreu,36197.93,Josué das Neves,Em análise,Nunes
Dr. Benicio Fogaça,Morte Acidental,Srta. Sophia Martins,72083.14,Luan Ramos,Em análise,Carvalho
Alice da Cunha,Morte Acidental,Dr. Juan das Neves,62258.6,Alice Cardoso,Negado,Albuquerque
Maria Laura Machado,Morte Acidental,Rodrigo Aparecida,63254.56,João Guilherme Aragão,Negado,Siqueira do Galho
Sr. Luiz Felipe Vargas,Morte Acidental,Vitor Nascimento,246543.71,Helena Cavalcanti,Negado,Oliveira
Marcela Duarte,Invalidez Permanente,João Guilherme Montenegro,11632.78,Vinicius Castro,Negado,Silva
Clara Nunes,Auxílio Funeral,Enrico Leão,92446.93,Rebeca Garcia,Negado,Vieira dos Dourados
Luiz Henrique da Costa,Invalidez Permanente,Sra. Mariah Viana,388983.36,Luiza Garcia,Em análise,Martins de Dias
Antonella Moraes,Doença Grave,Maitê Pinto,88296.32,Theo Cunha,Em análise,Siqueira
Kaique Rodrigues,Morte Acidental,Nicolas da Cunha,78715.96,Emanuel Albuquerque,Pago,Ramos
Sr. João Vitor Sampaio,Morte Acidental,Alana Teixeira,30827.29,Larissa Alves,Em análise,Cunha
Ryan Siqueira,Invalidez Permanente,Maria Helena Melo,219500.39,Maria Luiza Ferreira,Negado,Vargas
Beatriz Alves,Morte Acidental,Sr. Liam Costela,12008.13,Olívia Lopes,Em análise,Costela
Pedro Lucas Andrade,Morte Acidental,Vinicius Duarte,36397.16,Sabrina Lopes,Pago,da Cruz
Enrico Lopes,Invalidez Permanente,Dr. Marcos Vinicius Pacheco,58907.49,Sr. Bruno Leão,Negado,Machado do Sul
Gustavo Henrique Moreira,Doença Grave,Jade Mendonça,59313.69,João Felipe Dias,Em análise,Porto
Srta. Bianca Aparecida,Doença Grave,Dr. Leandro Souza,433163.54,Melissa Brito,Em análise,da Rocha
Carlos Eduardo Montenegro,Auxílio Funeral,Pedro Lucas Sousa,251109.07,Maria Júlia Dias,Negado,Brito da Serra
José Montenegro,Doença Grave,Bruno Pimenta,496782.56,Thales Peixoto,Em análise,Macedo
Lunna Gomes,Invalidez Permanente,Yan Cunha,59995.38,Guilherme Souza,Negado,da Rocha do Oeste
Gustavo Cassiano,Auxílio Funeral,Renan Ramos,58879.57,Ryan Correia,Negado,Moreira de Moreira
Raul Castro,Morte Acidental,Srta. Marina Ribeiro,76027.91,Zoe Ferreira,Negado,Pires
Sr. Luigi da Costa,Doença Grave,Dra. Maria Cecília Sousa,80009.32,Dra. Manuella Ramos,Negado,da Cunha de Alves
Dra. Maria Vitória Pimenta,Invalidez Permanente,Ian Barbosa,81887.12,Renan Nascimento,Negado,Lopes
Sara Cunha,Doença Grave,Ryan Gonçalves,97964.33,Isadora Moraes,Em análise,Vieira de Cunha
Davi Lucca Sampaio,Invalidez Permanente,Luiz Felipe Duarte,450794.07,João Pedro da Cruz,Em análise,Camargo do Amparo
Henry Sá,Auxílio Funeral,Sr. Davi Miguel Mendes,312142.79,Guilherme Albuquerque,Negado,Pastor
Giovanna Martins,Morte Acidental,Maria Alice da Cruz,19820.89,Enzo Moreira,Em análise,Pimenta
Liam Aragão,Doença Grave,Nicolas Rodrigues,347375.61,Luiz Felipe Rocha,Negado,Cirino do Galho
Gael Henrique Silva,Invalidez Permanente,Sra. Sara Gonçalves,417075.01,Luiz Gustavo Câmara,Em análise,Pacheco do Amparo
Vinicius Vargas,Invalidez Permanente,Ísis Ribeiro,18613.56,Mariane Sousa,Em análise,Nascimento de Novaes
Kamilly Pimenta,Doença Grave,Marcela Barros,82616.89,Srta. Maria Alice Moura,Em análise,Casa Grande Alegre
Dr. Gael Henrique Aparecida,Invalidez Permanente,Davi da Conceição,386777.2,Mariah Ferreira,Negado,Alves de da Cruz
Thomas Duarte,Auxílio Funeral,João Miguel Garcia,238575.86,Vitória Souza,Pago,Nunes
Heloisa Borges,Auxílio Funeral,Dr. Vitor Moura,26357.47,Henry Gabriel Alves,Negado,Araújo do Campo
Dra. Milena Oliveira,Auxílio Funeral,Ana Carolina Mendonça,70619.14,Bárbara Rios,Em análise,Mendes do Amparo
Júlia Araújo,Morte Acidental,Felipe Costela,33103.16,Luan Sá,Em análise,Ramos
João Pedro Oliveira,Morte Acidental,Ísis Casa Grande,94267.64,Aylla Oliveira,Em análise,Borges
Kevin Lima,Morte Acidental,Pedro Miguel Lima,60163.28,Marcela Marques,Negado,Rios
Ágatha Sá,Doença Grave,Sr. Rafael Siqueira,417964.08,Sra. Laura Almeida,Negado,Albuquerque
Dra. Luana Santos,Morte Acidental,Joaquim Porto,295093.74,Daniela Silveira,Pago,Vasconcelos do Sul
Natália Carvalho,Morte Acidental,Maitê Brito,68266.84,João Guilherme Mendes,Negado,Araújo
Gustavo Henrique Cassiano,Auxílio Funeral,Vinícius Moura,82975.94,Benjamin Pimenta,Pago,Cavalcante
Kamilly Barbosa,Doença Grave,Breno Dias,75592.04,Lavínia da Cruz,Em análise,Silva Alegre
Luigi Campos,Doença Grave,Yago Leão,63716.53,Ian Santos,Pago,Sales
Mathias Andrade,Morte Acidental,Dr. Anthony Gabriel Montenegro,23932.15,Leandro Cunha,Negado,da Mota
Luan Santos,Morte Acidental,Dr. Davi Lucas da Rocha,21880.16,Ana Beatriz Rocha,Pago,Andrade
Emanuelly Montenegro,Doença Grave,Kevin Machado,38210.05,Maria Laura Monteiro,Em análise,Nunes
Dra. Bárbara Dias,Invalidez Permanente,Aylla Novais,37415.13,Stella Casa Grande,Pago,Vasconcelos do Amparo
Sr. Daniel da Cunha,Morte Acidental,André da Conceição,429190.17,Melissa da Conceição,Pago,da Conceição do Galho
Srta. Camila Cirino,Doença Grave,Dr. Levi Câmara,18827.7,Maria Laura da Rocha,Em análise,Siqueira de Freitas
Felipe Duarte,Doença Grave,Sr. Valentim Freitas,349319.17,Sra. Ágatha Andrade,Pago,Barros
Srta. Ágatha Moura,Doença Grave,Maria Vitória Ribeiro,497020.53,Enrico Pacheco,Pago,Albuquerque
Dr. Fernando Moreira,Morte Acidental,Dr. Samuel Machado,94133.63,Davi Ramos,Negado,Melo dos Dourados
Srta. Ana Liz Ferreira,Auxílio Funeral,Lunna da Cruz,54923.99,João Felipe Brito,Pago,Sampaio
Augusto Vieira,Invalidez Permanente,Sara Ribeiro,460764.02,Mariane Dias,Em análise,da Cunha de Nunes
Pietro da Cunha,Morte Acidental,Ágatha Pires,70972.44,Vitor Macedo,Negado,Camargo
Thiago Silva,Doença Grave,Isaac Porto,93032.14,Maria da Costa,Negado,Garcia
Danilo Machado,Invalidez Permanente,Alana Andrade,61729.13,João Felipe Melo,Em análise,Martins
Anthony Gabriel Marques,Morte Acidental,Maria Alice Azevedo,20847.36,Raquel Freitas,Pago,Sales
Lavínia Monteiro,Morte Acidental,Antony Fonseca,36370.3,Danilo Melo,Negado,Duarte Alegre
Sara Silva,Morte Acidental,Juan Gomes,40454.85,Eloá Nunes,Negado,da Paz
Arthur Moura,Morte Acidental,Sabrina Abreu,50124.51,Sra. Hellena Correia,Pago,Almeida
Maria Clara Gonçalves,Morte Acidental,Yago Camargo,34490.54,Juan da Mota,Em análise,Cardoso Paulista
Dra. Lunna Pinto,Morte Acidental,Elisa Melo,34723.47,Igor Teixeira,Negado,Mendes
Rafael Vieira,Invalidez Permanente,Anthony Siqueira,84178.18,Isabella Leão,Negado,Nogueira do Galho
João Guilherme Nascimento,Invalidez Permanente,Sra. Natália Duarte,73104.75,Arthur Gabriel Pacheco,Em análise,Garcia do Campo
Lucas Fernandes,Morte Acidental,Sr. Dom Costa,54305.81,Enzo Pastor,Negado,Costela da Prata
Ryan Marques,Morte Acidental,Ana Julia Araújo,72567.1,Stella Casa Grande,Pago,da Cruz de Almeida
Jade Dias,Morte Acidental,Ana Clara Pimenta,42678.54,Lucca Farias,Negado,Aragão do Oeste
Evelyn Rodrigues,Auxílio Funeral,Sr. Vinicius Aragão,29501.66,Sra. Sofia Barbosa,Pago,Santos Paulista
Joaquim Camargo,Doença Grave,Larissa das Neves,81679.3,Sr. Emanuel Azevedo,Negado,Barbosa de Lima
Olivia Pinto,Morte Acidental,Vitor Gabriel Cavalcante,80502.71,Thales Costela,Em análise,Mendonça Alegre
Rafaela Cirino,Doença Grave,Noah Aragão,49812.59,Lavínia Ferreira,Em análise,Gonçalves de Minas
Dr. Guilherme Azevedo,Morte Acidental,Ian Brito,21606.85,Sra. Joana Vasconcelos,Em análise,da Costa de Cavalcante
Dra. Maria Alice Pastor,Auxílio Funeral,Theodoro Farias,81725.4,Luna Carvalho,Pago,Costa Grande
Diogo Brito,Morte Acidental,Hadassa Aparecida,99553.49,Enrico Costa,Pago,Pacheco de Ramos
Elisa Nascimento,Morte Acidental,Rael Novaes,55519.17,Erick Nogueira,Negado,da Paz de Novaes
Paulo Nascimento,Morte Acidental,Josué Rocha,82037.87,Lorena Moreira,Em análise,Rocha do Norte
Luísa Aragão,Auxílio Funeral,Ayla Rocha,78786.29,Dr. Davi Rodrigues,Pago,Teixeira
Bianca da Cunha,Doença Grave,Stella Moreira,92433.15,Dra. Ana Liz Pimenta,Pago,da Costa
Samuel da Conceição,Invalidez Permanente,Isaque da Rocha,72250.97,Asafe Sousa,Pago,da Mota
Sra. Alice Alves,Doença Grave,Natália Ramos,239629.51,Samuel Borges,Negado,Costa da Serra
Carlos Eduardo Rios,Morte Acidental,Ana Beatriz Borges,23356.94,Maria Helena Rocha,Em análise,Porto Grande
Murilo da Paz,Auxílio Funeral,Dra. Alice Câmara,487320.5,Dra. Isadora Alves,Pago,Marques do Campo
Sr. João Guilherme Dias,Auxílio Funeral,Dr. Gustavo Nogueira,55932.17,Rodrigo Sales,Pago,Lopes
Arthur Miguel Silveira,Invalidez Permanente,Sra. Bianca Cirino,44483.31,Evelyn Cavalcanti,Negado,Marques Verde
Cauê da Cruz,Morte Acidental,Giovanna da Cruz,34458.4,Sr. Cauê Camargo,Pago,Silva do Amparo
Noah Lima,Morte Acidental,Sr. Luiz Otávio Casa Grande,477882.01,Sr. Raul Monteiro,Em análise,Aragão
Enzo Correia,Auxílio Funeral,Ágatha Abreu,72239.3,Lorenzo Borges,Pago,Rocha da Prata
Mariah Cavalcante,Doença Grave,Rhavi Guerra,16526.53,Sr. Pedro Miguel Lima,Em análise,Pacheco Grande
Clarice Araújo,Morte Acidental,Cecília Albuquerque,68136.8,Pietro Andrade,Negado,Cardoso
Marcelo Oliveira,Invalidez Permanente,Levi Albuquerque,267269.09,Maria Julia Freitas,Em análise,Rodrigues de Novais
Ryan Guerra,Morte Acidental,Dr. Felipe Nascimento,54606.04,Camila Pimenta,Em análise,Fernandes de da Conceição
Srta. Ana Julia Andrade,Doença Grave,Ana Oliveira,90683.52,Ravy Gomes,Negado,da Mota
Dra. Ana Lívia Pinto,Invalidez Permanente,Arthur Gabriel Marques,44298.51,Eduardo Teixeira,Em análise,Azevedo
Luiz Miguel Pimenta,Morte Acidental,Hellena Costela,32371.27,Maria Sophia Albuquerque,Em análise,Leão
Levi da Costa,Morte Acidental,Noah Santos,329084.24,Léo das Neves,Negado,Ribeiro
Ana Carolina da Rosa,Morte Acidental,Alexandre Garcia,316451.15,Raul Pereira,Negado,Montenegro
Joaquim da Conceição,Morte Acidental,Sr. Pedro Lucas Leão,90366.63,João Rodrigues,Em análise,Cardoso do Campo
Bruno Gonçalves,Morte Acidental,Maria Liz Novaes,30524.43,Rhavi Cardoso,Negado,Santos de Nascimento
Sr. Calebe Cardoso,Morte Acidental,Ana Carvalho,28736.07,Clara da Rosa,Negado,Aparecida
Vicente Câmara,Invalidez Permanente,Rafael Nogueira,66866.72,Kevin Ribeiro,Em análise,Pimenta do Campo
Kamilly Souza,Morte Acidental,Calebe da Luz,76952.95,Bianca Sá,Pago,Camargo
Srta. Valentina Câmara,Morte Acidental,Ester Aparecida,51499.14,Luara Vargas,Pago,Cirino da Mata
Eduardo Silveira,Morte Acidental,Maria Luísa das Neves,253446.8,Elisa Costela,Em análise,da Costa
Yan Camargo,Morte Acidental,Renan Gonçalves,29146.12,João Vitor Montenegro,Pago,Vieira
Francisco Monteiro,Morte Acidental,Theodoro Oliveira,54418.81,Felipe Cunha,Pago,Moura
Henry Lopes,Morte Acidental,Lucas Novaes,76085.07,Dr. Cauê Correia,Negado,Brito
Sr. Vinicius Vargas,Auxílio Funeral,Maria Clara da Costa,51369.5,Eloá Montenegro,Em análise,Aragão
Sr. João Miguel Rocha,Invalidez Permanente,Davi Macedo,22882.51,Dom Viana,Pago,Fogaça
Anthony Albuquerque,Morte Acidental,Sra. Luara da Luz,86885.7,Bento Dias,Negado,Pacheco
Srta. Hadassa Albuquerque,Doença Grave,Heloísa Mendonça,87742.38,Raul Barros,Negado,Cunha
André Ribeiro,Invalidez Permanente,Felipe Sales,56816.89,Amanda Albuquerque,Pago,Ribeiro
Leonardo Rios,Invalidez Permanente,Anthony Gabriel Ramos,18259.97,Ana Cecília Azevedo,Em análise,Martins
Juliana Costela,Morte Acidental,Rafaela Pimenta,95371.99,Júlia Castro,Pago,Souza
Marcos Vinicius Vasconcelos,Auxílio Funeral,Bernardo Duarte,68447.83,Arthur Gabriel Viana,Negado,Martins do Sul
Dr. Kaique Sales,Morte Acidental,Daniel Castro,86708.59,Ísis da Paz,Pago,da Cruz do Galho
João Gabriel Cavalcante,Auxílio Funeral,Natália Carvalho,87148.36,Levi Siqueira,Pago,Azevedo de Minas
Murilo Moura,Morte Acidental,Sra. Daniela Ribeiro,20109.5,Emanuel da Mota,Negado,Rocha da Serra
Dra. Rebeca Novais,Morte Acidental,Antônio Abreu,450866.54,Dr. Benjamin Sales,Pago,Ribeiro de da Costa
Luiza Melo,Doença Grave,Benício Moura,13574.5,Bruna da Mota,Em análise,Lima de Castro
Hadassa Farias,Auxílio Funeral,Miguel Pires,20784.72,Breno Freitas,Pago,da Cruz
Gabrielly da Mota,Auxílio Funeral,Fernanda da Rosa,51031.35,Lucas Pinto,Pago,Costa do Amparo
Vitor Hugo Andrade,Morte Acidental,Antonella Cunha,337350.87,Dr. Carlos Eduardo Pires,Negado,Duarte
Srta. Bruna Martins,Auxílio Funeral,Eduardo Moraes,415617.43,Yasmin Martins,Negado,Caldeira Verde
Enrico Azevedo,Doença Grave,Dr. Dante Rios,36629.26,Clarice Silveira,Negado,Almeida de Marques
Isaac Lima,Doença Grave,Sara Fogaça,40188.92,Léo da Rocha,Em análise,Marques dos Dourados
Pedro Lucas Macedo,Morte Acidental,Erick Gonçalves,61168.62,Rafaela Carvalho,Em análise,Lima Alegre
Levi Carvalho,Morte Acidental,Stella Cirino,39206.24,Maysa Martins,Negado,Cavalcanti
Mariane Araújo,Morte Acidental,Lorena Camargo,71811.87,Rael Nunes,Pago,Sousa do Campo
Benjamin Pereira,Auxílio Funeral,Catarina Andrade,80219.92,Dr. Murilo Almeida,Pago,Viana das Pedras
Sra. Helena Castro,Morte Acidental,Lavínia Brito,10159.08,Isaque Albuquerque,Em análise,Câmara Verde
Dr. Luiz Gustavo Campos,Morte Acidental,Gabriel Cardoso,493428.4,Pedro Lucas Moura,Em análise,Aparecida
Ana Clara Sousa,Doença Grave,Diego Aragão,47660.55,Miguel das Neves,Em análise,Martins de Farias
Dr. Caleb Pacheco,Auxílio Funeral,Joaquim Sales,56507.32,Ana Luiza Mendes,Pago,Campos das Pedras
Sr. João Vitor Macedo,Auxílio Funeral,Dr. Gustavo Freitas,62594.97,Srta. Stephany Costa,Negado,Pereira de Novaes
Sra. Luna Machado,Morte Acidental,Emanuelly Fonseca,63085.9,Alícia Pacheco,Negado,Moreira do Campo
Leonardo Novais,Invalidez Permanente,Thomas Cassiano,40731.65,Anthony Gabriel Silva,Em análise,Araújo de Minas
Heitor Nunes,Auxílio Funeral,Maya Mendonça,45525.94,Heitor Lima,Pago,Araújo
Danilo Pacheco,Auxílio Funeral,Cauã Sousa,72226.26,Sra. Lara das Neves,Pago,Nogueira
Henry Ribeiro,Morte Acidental,Aylla Aparecida,483281.89,Emanuelly Brito,Em análise,Cassiano de Cavalcante
Olívia Moreira,Invalidez Permanente,Enzo Barros,89716.8,Maysa Oliveira,Pago,Almeida Alegre
Dra. Emilly Vasconcelos,Invalidez Permanente,Ana Marques,338285.0,Sr. João Guilherme Sousa,Pago,Macedo
Isabelly Camargo,Morte Acidental,Juan Jesus,312783.93,Alana Melo,Em análise,Borges
Emanuel Rezende,Morte Acidental,Sr. Marcos Vinicius Mendes,30077.42,Paulo Jesus,Negado,Monteiro
Isabella Viana,Morte Acidental,Isis Leão,77731.29,Rhavi Pimenta,Em análise,Mendonça
Bruno da Luz,Auxílio Funeral,Isabelly Ramos,443392.19,Lorena Nunes,Em análise,Guerra
Ana Julia Monteiro,Morte Acidental,José Pedro Cavalcanti,22289.15,Henry Gabriel Rocha,Negado,Pimenta do Galho
Mateus Marques,Invalidez Permanente,Bryan Duarte,26350.52,Eloá Campos,Em análise,Casa Grande Alegre
Maria Isis Guerra,Morte Acidental,Brenda Sampaio,84699.49,Bianca Câmara,Negado,Lopes
Antonella Sales,Morte Acidental,Maria Liz Melo,40996.98,Theodoro Almeida,Pago,Macedo Alegre
Diego Fogaça,Morte Acidental,Pedro Henrique Vargas,38826.3,Thales Duarte,Pago,Teixeira de Borges
