nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Luiz Miguel Leão,321.589.760-12,Brito,RN,8698091568,2024-07-26,683.93,116395.41,Sarah Porto,Suspensa,Diá­ria por Incapacidade,16.11,Morte Acidental,21748.12,Doenças Graves,4027.43,80548.61
Bryan da Cruz,503.267.941-07,Silva da Praia,RN,1730501734,2023-12-09,412.23,311540.19,Benjamin da Costa,Cancelada,Doenças Graves,2719.57,Auxílio Funeral,217.57,Morte Natural,11966.13,54391.49
Luigi Machado,681.905.472-67,Barbosa,RN,8454479755,2025-03-30,978.50,310056.45,Melissa Rodrigues,Cancelada,Invalidez Permanente,14783.73,Morte Acidental,39916.07,Doenças Graves,7391.86,147837.28
Yan Campos,283.945.071-23,Duarte do Oeste,CE,4070513875,2023-11-21,178.69,367639.62,Vicente Pimenta,Suspensa,Diá­ria por Incapacidade,22.45,Doenças Graves,5611.70,Morte Natural,24691.46,112233.90
Aurora Cavalcanti,387.960.542-47,Vasconcelos Alegre,MA,582070004,2023-01-25,378.44,11788.72,Zoe Santos,Suspensa,Morte Natural,135464.31,Doenças Graves,30787.34,Invalidez Permanente,61574.69,615746.86
Emanuel Cavalcante,154.697.382-64,Campos de Pereira,SP,5672419283,2025-03-12,953.86,254958.03,Marcos Vinicius Nunes,Ativa,Auxílio Funeral,2878.22,Morte Acidental,194279.61,Invalidez Permanente,71955.41,719554.10
Vinicius Gomes,314.075.869-39,Albuquerque,AP,936369063,2023-01-23,717.81,323597.33,Isadora Alves,Ativa,Doenças Graves,7385.89,Diá­ria por Incapacidade,29.54,Morte Natural,32497.90,147717.73
Dra. Jade Costa,896.432.071-96,Barbosa,AC,9415354459,2025-06-20,109.49,314432.57,Francisco Silveira,Suspensa,Diá­ria por Incapacidade,26.32,Doenças Graves,6579.67,Morte Natural,28950.55,131593.42
Maria Sophia Mendonça,857.096.341-66,Melo,RR,7762207624,2023-04-17,638.66,483513.88,Melissa Moreira,Cancelada,Invalidez Permanente,7842.30,Morte Acidental,21174.20,Morte Natural,17253.05,78422.96
Dr. Vitor Rodrigues,785.149.260-20,Camargo de Marques,PB,2678363294,2024-04-22,475.21,430887.38,Enzo Gabriel Alves,Suspensa,Invalidez Permanente,9722.27,Diá­ria por Incapacidade,19.44,Auxílio Funeral,388.89,97222.67
Anthony Gabriel Moreira,023.415.879-41,Araújo das Flores,SE,7739081856,2025-08-08,247.73,355928.94,Paulo da Luz,Suspensa,Morte Acidental,48582.39,Morte Natural,39585.65,Invalidez Permanente,17993.48,179934.77
Lorenzo Silveira,763.120.548-53,Nascimento de Campos,BA,4091226829,2024-04-10,228.66,481936.21,Fernanda Gomes,Ativa,Doenças Graves,2625.73,Invalidez Permanente,5251.46,Morte Acidental,14178.95,52514.62
Jade Albuquerque,156.943.802-15,Borges,AM,9357736077,2024-09-14,440.99,265211.91,Sr. Enrico Monteiro,Suspensa,Diá­ria por Incapacidade,21.26,Morte Natural,23381.35,Invalidez Permanente,10627.89,106278.88
Maria Luísa Marques,683.271.405-07,Pacheco,RO,5067724202,2025-04-07,615.53,488918.02,Brayan das Neves,Ativa,Doenças Graves,39961.78,Diá­ria por Incapacidade,159.85,Auxílio Funeral,3196.94,799235.62
Miguel Marques,349.720.518-41,Alves dos Dourados,MT,572309546,2023-08-31,512.53,146012.24,Pietra Almeida,Ativa,Auxílio Funeral,3430.24,Doenças Graves,42878.00,Diá­ria por Incapacidade,171.51,857559.98
Paulo Pinto,247.691.580-76,Nascimento das Pedras,GO,2453390190,2025-08-22,125.61,426481.16,Luiz Felipe Azevedo,Ativa,Invalidez Permanente,7737.45,Morte Acidental,20891.10,Morte Natural,17022.38,77374.46
Olivia Borges,681.579.203-02,da Rosa das Flores,MG,7885218942,2024-02-20,930.99,419099.20,Lucca Marques,Ativa,Diá­ria por Incapacidade,36.97,Invalidez Permanente,18486.92,Auxílio Funeral,739.48,184869.18
Gabriel Ferreira,319.805.274-23,Souza,DF,7798824290,2024-06-25,14343.42,4472034.28,Ana Júlia Mendonça,Suspensa,Morte Acidental,11839594.00,Diá­ria por Incapacidade,8770.07,Invalidez Permanente,4385034.81,43850348.13
Luiz Gustavo Barbosa,402.389.156-89,Novaes das Flores,GO,418384655,2023-03-17,189.04,198174.28,Erick Garcia,Suspensa,Auxílio Funeral,490.13,Diá­ria por Incapacidade,24.51,Doenças Graves,6126.66,122533.23
Sabrina Barbosa,297.530.841-88,Borges,ES,3112280898,2024-10-15,707.76,329275.28,Miguel Carvalho,Ativa,Auxílio Funeral,2753.77,Doenças Graves,34422.06,Morte Acidental,185879.15,688441.29
Brayan Câmara,815.642.390-98,Ferreira de Sá­,ES,6337690993,2025-07-26,535.57,322331.07,Luísa Lopes,Suspensa,Auxílio Funeral,3548.18,Invalidez Permanente,88704.45,Morte Natural,195149.78,887044.45
Ana Azevedo,380.964.572-92,Mendes,AM,4843768657,2024-03-15,130.21,476382.00,Benjamim Abreu,Ativa,Morte Natural,35894.90,Doenças Graves,8157.93,Auxílio Funeral,652.63,163158.63
Thiago Lopes,482.735.061-26,Andrade de Sales,SP,5027174628,2023-06-12,896.14,46847.46,Bruno Martins,Suspensa,Invalidez Permanente,19897.22,Doenças Graves,9948.61,Auxílio Funeral,795.89,198972.15
Sr. Luiz Miguel Moura,185.743.206-17,Costela,ES,2866834669,2022-11-25,629.55,247509.61,Lara Brito,Ativa,Morte Natural,29470.05,Invalidez Permanente,13395.48,Diá­ria por Incapacidade,26.79,133954.76
Asafe Araújo,317.496.258-73,Silva da Prata,AM,2067543525,2024-05-31,857.38,102586.56,Oliver da Cunha,Ativa,Morte Acidental,25811.62,Invalidez Permanente,9559.86,Doenças Graves,4779.93,95598.59
Srta. Maria Alice da Cruz,893.210.754-88,Moraes,MA,9937793002,2024-12-20,381.00,396818.85,Leonardo Castro,Ativa,Auxílio Funeral,525.52,Diá­ria por Incapacidade,26.28,Morte Natural,28903.79,131380.86
Luiz Henrique Rios,264.785.913-28,Fonseca,GO,3572225947,2024-10-30,940.80,498690.92,ágatha Pacheco,Ativa,Diá­ria por Incapacidade,32.53,Invalidez Permanente,16264.81,Morte Natural,35782.58,162648.09
Dra. Eduarda Mendes,764.293.518-82,Pinto,RN,7172631981,2022-12-19,637.39,476441.99,Melissa Machado,Ativa,Diá­ria por Incapacidade,19.37,Morte Natural,21307.76,Morte Acidental,26150.43,96853.44
André Pacheco,254.160.839-05,Mendes,ES,5609314350,2023-04-04,653.47,342184.11,Sra. Helena Viana,Suspensa,Invalidez Permanente,19072.47,Diá­ria por Incapacidade,38.14,Morte Natural,41959.44,190724.74
Lavínia Correia,237.065.198-95,Souza,ES,7811480558,2023-07-13,229.79,484944.49,Maria Laura Machado,Ativa,Invalidez Permanente,51067.76,Diá­ria por Incapacidade,102.14,Doenças Graves,25533.88,510677.58
Maysa Guerra,087.145.936-10,Duarte da Mata,PE,6466516728,2023-07-23,429.99,491845.82,Olivia Moura,Ativa,Morte Acidental,227335.62,Morte Natural,185236.43,Auxílio Funeral,3367.94,841983.79
João Pedro Vargas,704.923.586-56,Pacheco do Campo,ES,5898718453,2023-09-01,741.28,328480.08,Camila Vasconcelos,Ativa,Invalidez Permanente,19080.45,Auxílio Funeral,763.22,Morte Acidental,51517.22,190804.53
Pedro Peixoto,542.308.691-42,Nunes,PA,1493472919,2023-04-25,349.10,451428.21,João Lucas da Luz,Cancelada,Auxílio Funeral,779.03,Diá­ria por Incapacidade,38.95,Morte Natural,42846.88,194758.56
Dr. Heitor Farias,152.409.376-99,Nascimento,RJ,2225046630,2024-06-28,573.10,7026.61,Luigi Machado,Cancelada,Auxílio Funeral,208.23,Morte Natural,11452.67,Diá­ria por Incapacidade,10.41,52057.59
Luísa Cavalcanti,324.198.756-64,Costa do Sul,CE,6203429242,2023-07-31,986.65,176806.85,Vicente Barbosa,Ativa,Morte Acidental,21344.87,Diá­ria por Incapacidade,15.81,Doenças Graves,3952.75,79055.09
Eloá­ Lima,974.158.206-49,Borges,TO,9336053149,2023-02-12,894.65,363167.79,Nathan Costela,Ativa,Invalidez Permanente,85079.29,Diá­ria por Incapacidade,170.16,Auxílio Funeral,3403.17,850792.86
Juan Moraes,098.175.362-03,Almeida do Galho,AM,4503201241,2025-03-22,201.06,49376.45,Srta. Rebeca Sampaio,Ativa,Diá­ria por Incapacidade,19.34,Morte Acidental,26113.17,Morte Natural,21277.40,96715.46
João Felipe Silva,632.475.901-61,Peixoto,GO,9114817515,2025-09-15,735.16,133354.15,João Gabriel Marques,Ativa,Auxílio Funeral,2491.22,Morte Natural,137017.21,Diá­ria por Incapacidade,124.56,622805.51
Théo Silva,217.860.935-02,Sales,AL,6095126707,2023-08-12,316.54,396874.00,Sr. Felipe Ribeiro,Cancelada,Morte Acidental,44032.84,Doenças Graves,8154.23,Auxílio Funeral,652.34,163084.60
Gustavo Henrique Nunes,310.672.895-77,da Cruz,BA,2043058923,2023-08-19,628.19,309455.95,Otto Oliveira,Cancelada,Morte Natural,30531.52,Auxílio Funeral,555.12,Diá­ria por Incapacidade,27.76,138779.64
Heloisa Martins,560.914.238-51,Fernandes,MA,8038698352,2025-05-26,428.84,219345.57,Pedro Miguel Araújo,Ativa,Morte Natural,122435.14,Invalidez Permanente,55652.34,Doenças Graves,27826.17,556523.37
Kamilly Pires,248.951.376-19,Barbosa,PR,4032781589,2025-08-09,863.75,162993.55,Ana Laura Borges,Ativa,Auxílio Funeral,441.43,Invalidez Permanente,11035.69,Morte Acidental,29796.37,110356.92
Diogo Camargo,457.013.286-35,da Mota,DF,9754430486,2024-04-14,916.39,37382.11,Josué Sousa,Ativa,Invalidez Permanente,15882.09,Doenças Graves,7941.04,Morte Acidental,42881.63,158820.85
Fernanda Azevedo,518.943.760-48,Fogaça,TO,5997112933,2025-07-05,761.70,18402.11,Dante Souza,Ativa,Auxílio Funeral,549.72,Morte Natural,30234.47,Invalidez Permanente,13742.94,137429.39
Dra. Bruna Oliveira,356.148.029-24,Souza,GO,1699792603,2023-03-17,127.18,309319.20,Bella Machado,Cancelada,Invalidez Permanente,11976.84,Morte Natural,26349.05,Morte Acidental,32337.47,119768.41
Vicente Ribeiro,527.680.394-38,Porto,MG,1247790677,2023-11-16,708.00,231557.22,João Vitor Cavalcante,Cancelada,Morte Natural,148706.44,Invalidez Permanente,67593.84,Morte Acidental,182503.36,675938.37
Nathan Castro,701.289.365-68,Souza,RS,6224934156,2024-12-05,613.59,281105.42,Bianca Rocha,Ativa,Diá­ria por Incapacidade,31.89,Morte Acidental,43050.86,Invalidez Permanente,15944.76,159447.63
Valentim Farias,308.624.517-44,Mendonça de Nunes,ES,202243562,2025-03-29,237.92,393504.93,Srta. Maria Luísa Guerra,Ativa,Morte Natural,185288.51,Auxílio Funeral,3368.88,Diá­ria por Incapacidade,168.44,842220.50
Clarice Nogueira,458.913.602-33,da Conceição da Serra,CE,2169393206,2024-01-23,231.58,309184.77,Augusto Correia,Ativa,Doenças Graves,42054.17,Auxílio Funeral,3364.33,Diá­ria por Incapacidade,168.22,841083.30
Evelyn Cavalcante,209.316.457-43,Souza,MT,8725957843,2025-02-08,250.92,27804.05,Sara Ribeiro,Ativa,Morte Acidental,29451.98,Invalidez Permanente,10908.14,Auxílio Funeral,436.33,109081.41
Carlos Eduardo Mendonça,738.912.654-09,Fernandes,DF,224493166,2023-11-23,629.98,343750.83,Marina Martins,Ativa,Doenças Graves,3723.84,Morte Acidental,20108.72,Diá­ria por Incapacidade,14.90,74476.75
Milena Novaes,240.531.987-04,Pimenta,AL,4790827602,2023-10-19,156.56,283729.99,Maria Julia Monteiro,Ativa,Morte Acidental,27839.24,Morte Natural,22683.83,Doenças Graves,5155.42,103108.30
Bruna Leão,456.021.837-44,Machado,RJ,9370659010,2023-05-13,603.50,133461.51,Maria Luiza Mendonça,Ativa,Doenças Graves,7981.72,Morte Natural,35119.55,Invalidez Permanente,15963.43,159634.34
Camila Rodrigues,374.601.829-31,Mendes Grande,RN,6539097293,2024-02-18,158.56,185065.92,Enzo Garcia,Ativa,Morte Acidental,49247.85,Auxílio Funeral,729.60,Doenças Graves,9119.97,182399.46
Pedro Lucas Garcia,095.376.418-48,Guerra Verde,SP,1114261010,2025-05-08,469.78,194486.85,Dr. Léo da Conceição,Ativa,Invalidez Permanente,14540.56,Morte Natural,31989.23,Diá­ria por Incapacidade,29.08,145405.60
Alexia Caldeira,173.456.289-73,Porto,CE,9463209109,2022-12-11,378.91,264461.04,Larissa Borges,Ativa,Doenças Graves,26316.75,Invalidez Permanente,52633.49,Auxílio Funeral,2105.34,526334.92
Luiz Otá­vio Guerra,238.670.491-22,Sousa do Amparo,PE,518458684,2023-03-13,349.17,59821.58,Thomas Macedo,Ativa,Morte Acidental,23946.21,Auxílio Funeral,354.76,Morte Natural,19511.72,88689.65
Maria Helena Barros,026.879.543-65,Cassiano da Serra,CE,6735802510,2023-06-13,940.61,462232.12,Vitáüria Albuquerque,Suspensa,Diá­ria por Incapacidade,10.61,Doenças Graves,2653.25,Invalidez Permanente,5306.49,53064.92
Sara Peixoto,691.528.703-59,Lima,PB,6703614491,2024-09-19,692.47,100694.34,Antáïnio Pinto,Ativa,Invalidez Permanente,66889.82,Morte Acidental,180602.52,Doenças Graves,33444.91,668898.21
Eloah Silva,130.456.789-39,Cunha de Souza,MG,621543243,2023-03-05,915.37,287966.58,Cecilia Vasconcelos,Ativa,Morte Acidental,17704.80,Auxílio Funeral,262.29,Diá­ria por Incapacidade,13.11,65573.32
Sra. Sofia da Rosa,859.024.731-79,Pastor,SC,6807139902,2023-05-18,550.48,414712.48,Dr. Luan Andrade,Ativa,Auxílio Funeral,217.88,Morte Natural,11983.49,Diá­ria por Incapacidade,10.89,54470.43
Maria Fernanda Gonçalves,415.703.698-01,Cunha,ES,6653307948,2025-05-09,328.81,401041.10,José da Mota,Ativa,Doenças Graves,7317.92,Morte Acidental,39516.76,Auxílio Funeral,585.43,146358.36
Isaque Costela,031.956.284-06,Gonçalves,MA,1720521876,2025-02-18,774.39,88035.24,Valentim Cassiano,Ativa,Diá­ria por Incapacidade,38.85,Auxílio Funeral,776.92,Morte Natural,42730.49,194229.50
Benjamim Jesus,758.612.039-03,Teixeira,SC,7641186438,2023-03-13,112.58,231790.28,Sr. Brayan Pimenta,Ativa,Morte Acidental,39692.30,Auxílio Funeral,588.03,Morte Natural,32341.87,147008.51
Camila Mendes,603.241.975-43,das Neves,RR,2530517457,2025-02-22,768.12,275160.10,Sabrina Lima,Ativa,Morte Acidental,23373.90,Diá­ria por Incapacidade,17.31,Morte Natural,19045.40,86570.00
Breno Fonseca,209.813.754-05,Gonçalves de Vargas,RO,1917888961,2023-09-13,929.45,83402.40,Mirella Cassiano,Ativa,Diá­ria por Incapacidade,108.71,Morte Natural,119585.92,Morte Acidental,146764.54,543572.36
Maitá¦ das Neves,652.980.471-49,Carvalho de Campos,CE,6199633763,2023-10-05,542.82,139846.60,João Gabriel Melo,Suspensa,Invalidez Permanente,15369.15,Diá­ria por Incapacidade,30.74,Morte Natural,33812.13,153691.52
Caroline Viana,780.462.915-01,da Costa Alegre,PR,3281451629,2023-08-18,699.33,92957.01,José Costela,Suspensa,Invalidez Permanente,99002.37,Auxílio Funeral,3960.09,Doenças Graves,49501.18,990023.68
Kevin Rios,137.248.609-78,Cavalcanti do Amparo,TO,1661905360,2022-12-19,279.44,121444.78,Theo Teixeira,Ativa,Doenças Graves,2539.75,Morte Acidental,13714.65,Morte Natural,11174.90,50795.01
Rodrigo Brito,105.784.639-20,Macedo da Praia,BA,211312189,2024-10-15,132.73,367689.96,Luna Sousa,Cancelada,Morte Natural,19417.34,Diá­ria por Incapacidade,17.65,Invalidez Permanente,8826.06,88260.64
Cecilia Nunes,218.736.059-86,Pimenta da Praia,MG,4343515708,2024-05-01,416.29,79191.52,Dr. Alexandre da Mata,Cancelada,Invalidez Permanente,7774.28,Auxílio Funeral,310.97,Diá­ria por Incapacidade,15.55,77742.82
Sra. Aurora Sá­,614.302.895-89,Câmara,PE,4627722803,2025-06-09,930.42,463983.40,Heloisa Nunes,Ativa,Morte Acidental,39866.03,Doenças Graves,7382.60,Diá­ria por Incapacidade,29.53,147651.95
Marcela Fernandes,801.726.945-58,Casa Grande,SC,893504126,2024-09-20,397.22,380358.69,Ana Sophia Aragão,Ativa,Auxílio Funeral,697.32,Diá­ria por Incapacidade,34.87,Doenças Graves,8716.46,174329.25
Lucas Gabriel Porto,867.531.094-39,Costela de Minas,SP,1460025391,2024-08-29,888.96,69840.63,Raul Teixeira,Ativa,Invalidez Permanente,8699.60,Diá­ria por Incapacidade,17.40,Morte Natural,19139.12,86996.01
Mariah Viana,143.259.087-14,Silva,RN,5804219010,2023-03-22,913.59,289679.50,Clarice Nunes,Ativa,Morte Natural,217207.25,Auxílio Funeral,3949.22,Doenças Graves,49365.28,987305.66
Elisa Rodrigues,521.369.780-12,Almeida,PI,5770253562,2024-02-01,461.85,204027.66,Yan da Rosa,Ativa,Invalidez Permanente,15933.22,Doenças Graves,7966.61,Auxílio Funeral,637.33,159332.23
Isaac Machado,873.964.015-93,Pires,MS,4560815548,2025-09-12,334.34,409303.20,Emanuella Novaes,Cancelada,Auxílio Funeral,262.59,Invalidez Permanente,6564.86,Doenças Graves,3282.43,65648.58
Maria Isis da Paz,086.739.524-92,Abreu,AM,9108029080,2023-11-08,979.44,394523.18,Pedro Henrique Rios,Ativa,Diá­ria por Incapacidade,15.51,Doenças Graves,3877.78,Auxílio Funeral,310.22,77555.53
Pedro Miguel Rios,078.354.219-41,Guerra,AM,9111478908,2025-09-14,899.90,436663.57,Dra. Lara Moraes,Suspensa,Auxílio Funeral,2436.91,Diá­ria por Incapacidade,121.85,Morte Acidental,164491.24,609226.81
Gabriel Aragão,478.925.601-49,Mendonça,MT,3195983322,2024-06-17,787.74,399336.37,Srta. Heloísa Albuquerque,Ativa,Doenças Graves,6747.07,Auxílio Funeral,539.77,Morte Acidental,36434.17,134941.37
Caio Sousa,347.651.802-71,Campos,RR,7522623094,2023-03-01,208.02,265955.10,Sara Ramos,Cancelada,Doenças Graves,8383.53,Diá­ria por Incapacidade,33.53,Invalidez Permanente,16767.06,167670.60
Aurora Rios,316.980.742-04,Lopes,RR,3944190801,2024-04-14,117.56,463448.30,Maria Guerra,Ativa,Morte Acidental,47065.73,Diá­ria por Incapacidade,34.86,Morte Natural,38349.85,174317.52
Emanuelly Macedo,214.679.035-07,Novais Verde,GO,8577883575,2024-01-24,965.98,460760.14,Cecilia Araújo,Suspensa,Auxílio Funeral,272.77,Invalidez Permanente,6819.27,Diá­ria por Incapacidade,13.64,68192.73
André Guerra,509.463.271-06,Viana,GO,8870116136,2025-04-26,870.30,356045.23,Mariana Cavalcanti,Ativa,Diá­ria por Incapacidade,117.71,Morte Acidental,158904.42,Morte Natural,129477.68,588534.90
Guilherme Pimenta,516.409.872-58,Oliveira,AM,4320321900,2024-08-07,976.71,47614.55,Benicio das Neves,Cancelada,Doenças Graves,8933.11,Auxílio Funeral,714.65,Invalidez Permanente,17866.23,178662.26
Bryan Siqueira,437.129.506-16,Aparecida,SP,2735828542,2024-01-19,417.44,109208.37,Cecilia Cavalcanti,Ativa,Morte Acidental,45248.26,Diá­ria por Incapacidade,33.52,Morte Natural,36868.95,167586.14
Luan Barbosa,791.268.540-58,Leão dos Dourados,MA,3527845929,2024-09-11,676.31,63973.51,João Gabriel Fernandes,Ativa,Auxílio Funeral,468.42,Morte Acidental,31618.08,Invalidez Permanente,11710.40,117104.01
Sra. Maria Mendonça,062.194.378-96,Barros da Mata,GO,4718370067,2024-05-27,309.67,229858.38,Srta. Fernanda Vieira,Cancelada,Invalidez Permanente,6412.50,Morte Acidental,17313.74,Auxílio Funeral,256.50,64124.96
Srta. Sophie Azevedo,924.875.361-28,Novais,CE,8536879294,2025-09-11,637.17,48321.01,Theo Correia,Suspensa,Diá­ria por Incapacidade,13.75,Invalidez Permanente,6873.11,Auxílio Funeral,274.92,68731.10
Bá­rbara Martins,265.710.983-77,Barros Alegre,DF,3430531633,2025-07-31,716.68,137359.12,Lucas Gabriel Farias,Ativa,Doenças Graves,3358.86,Auxílio Funeral,268.71,Morte Acidental,18137.86,67177.25
João Miguel da Conceição,142.037.569-52,Nunes,RN,4129613538,2025-06-15,294.02,62142.47,Sr. João Vitor Campos,Cancelada,Morte Natural,37397.88,Auxílio Funeral,679.96,Morte Acidental,45897.40,169990.36
Eloá­ Costela,042.183.975-97,Moraes,SE,4643875616,2022-12-16,911.38,187405.61,Gael Marques,Ativa,Morte Natural,14567.20,Doenças Graves,3310.73,Morte Acidental,17877.93,66214.55
Vitáüria Cirino,135.607.492-80,Marques do Oeste,SC,1756784848,2023-03-02,753.86,51504.69,Manuela Costa,Ativa,Morte Natural,17673.71,Auxílio Funeral,321.34,Doenças Graves,4016.75,80335.06
Bella Abreu,604.357.298-29,Teixeira,PA,2126140631,2024-11-19,210.99,55051.02,Thiago Aparecida,Ativa,Doenças Graves,3765.89,Morte Acidental,20335.80,Morte Natural,16569.91,75317.77
Ravi Correia,241.306.857-08,Vieira dos Dourados,AL,266714784,2024-08-15,172.94,432937.47,Mariana Jesus,Ativa,Morte Natural,13611.51,Doenças Graves,3093.52,Diá­ria por Incapacidade,12.37,61870.48
Antony Peixoto,690.437.518-39,Caldeira,DF,3265174284,2025-04-29,463.40,182891.65,Sabrina Pacheco,Ativa,Doenças Graves,7913.35,Invalidez Permanente,15826.69,Morte Acidental,42732.07,158266.94
Davi Luiz Melo,507.843.926-92,da Paz de Barbosa,MS,6296505905,2025-10-21,667.52,370099.49,Ravi Caldeira,Ativa,Auxílio Funeral,3684.98,Morte Natural,202673.78,Invalidez Permanente,92124.45,921244.46
José Vieira,860.931.427-87,Marques,AM,3802258901,2024-01-19,345.54,263968.45,Ana Laura Pimenta,Ativa,Morte Acidental,257432.29,Doenças Graves,47672.65,Auxílio Funeral,3813.81,953452.93
Ravi Lucca Pacheco,328.564.170-35,Dias do Campo,MT,7849071008,2024-12-24,522.39,88697.72,Dra. Marina Cavalcanti,Ativa,Diá­ria por Incapacidade,23.94,Invalidez Permanente,11970.02,Doenças Graves,5985.01,119700.16
Guilherme da Mota,684.097.251-85,Cardoso,RN,2991946966,2023-04-25,506.51,417518.74,Dr. Miguel Gonçalves,Ativa,Diá­ria por Incapacidade,107.28,Doenças Graves,26820.01,Invalidez Permanente,53640.02,536400.22
Sra. Bruna Farias,569.104.837-66,Câmara de da Mata,MT,6142763589,2023-11-19,413.25,294028.84,Eloá­ da Paz,Ativa,Auxílio Funeral,416.83,Morte Natural,22925.92,Morte Acidental,28136.35,104208.71
Dra. Jade Aparecida,347.289.015-05,Mendes do Oeste,PR,8882744126,2024-12-19,363.91,157168.75,João Guilherme Nogueira,Suspensa,Doenças Graves,27469.18,Invalidez Permanente,54938.36,Morte Acidental,148333.57,549383.60
Srta. Luna Santos,461.938.702-96,Campos Alegre,PB,6370870006,2024-04-14,480.52,173445.30,Ravi Sampaio,Ativa,Morte Natural,147877.06,Morte Acidental,181485.48,Invalidez Permanente,67216.84,672168.44
Yuri Guerra,109.752.843-04,Fogaça da Prata,RJ,3781098974,2023-08-14,183.71,37509.89,Arthur da Rocha,Cancelada,Invalidez Permanente,18768.25,Morte Natural,41290.14,Doenças Graves,9384.12,187682.47
